广州,0.4595015576323991,0.615894039735099,0.7959695674044266,0.03816425120772947,0.0,1.0,1.0,1.0,1,1,1,0.0,0.4,yes,yes
深圳,0.507788161993768,0.43487858719646766,1.0,0.16908212560386474,0.2310220177456458,0.7236095346197504,0.0,0.05116279069767436,1,1,1,0.7058823529411763,0.6666249999999999,yes,yes
佛山,0.4454828660436135,0.607064017660044,0.6327653420523138,0.057971014492753624,1.0,0.12485811577752552,0.0,0.0,1,1,1,0.9411764705882355,0.67875,yes,yes
东莞,0.48442367601246084,0.46799116997792506,0.42000754527162976,0.0,0.6385146237265856,0.4710556186152099,1.0,1.0,1,1,1,0.9117647058823537,0.5248750000000001,no,yes
中山,0.5763239875389411,0.4061810154525385,0.5171026156941649,0.07729468599033816,0.7338153138350312,0.3433598183881951,1.0,1.0,1,1,1,0.0,0.67875,no,yes
珠海,0.44080996884735163,0.26710816777041957,0.7860475352112676,0.07246376811594203,0.7305290831416367,0.34903518728717364,1.0,1.0,1,1,1,0.7352941176470591,0.8273750000000001,yes,yes
江门,0.2165109034267913,0.22075055187637962,0.2193661971830986,0.33333333333333337,0.6615182385803484,0.25539160045402953,1.0,1.0,1,1,1,0.5882352941176473,0.95,no,yes
肇庆,0.15732087227414185,0.485651214128035,0.1713342555331992,0.7294685990338164,0.6615182385803484,0.022701475595913657,1.0,1.0,1,1,1,0.35294117647058815,0.67875,no,yes
惠州,0.6573208722741429,0.6291390728476822,0.35156564386317907,0.2318840579710145,0.8488333881038448,0.1532349602724177,1.0,1.0,1,1,1,0.5882352941176473,1.0,yes,yes
汕头,0.9252336448598125,0.607064017660044,0.11210387323943662,0.20772946859903382,0.7305290831416367,0.26958002270147563,1.0,1.0,1,1,1,0.0,0.9685000000000002,yes,no
潮州,1.0,0.7505518763796912,0.10377892354124749,0.31884057971014496,0.756818928688794,0.18161180476730987,1.0,1.0,1,1,1,0.0,0.95,no,yes
揭阳,0.8037383177570085,0.4988962472406183,0.07067404426559357,0.41545893719806765,0.9014130791981597,0.0,1.0,1.0,1,1,1,0.4117647058823527,0.4,yes,yes
汕尾,0.6760124610591903,0.0,0.02948314889336016,0.714975845410628,0.5399277029247453,0.13620885357548235,1.0,1.0,1,1,1,0.5882352941176473,0.625,no,yes
湛江,0.031152647975078315,0.187637969094923,0.09188254527162978,0.8067632850241546,0.42819585934932636,0.1787741203178206,1.0,1.0,1,1,1,1.0,0.375,yes,yes
茂名,0.0,0.21633554083885215,0.14491322937625756,0.7391304347826086,0.4051922444955635,0.2383654937570942,1.0,1.0,1,1,1,0.5882352941176473,0.125,no,no
阳江,0.14953271028037282,0.22295805739514377,0.19784959758551307,0.782608695652174,0.4511994742030892,0.1730987514188421,1.0,1.0,1,1,1,0.5882352941176473,0.125,no,yes
云浮,0.2834890965732076,0.5871964679911699,0.046617203219315895,1.0,0.45448570489648366,0.04256526674233826,1.0,1.0,1,1,1,0.7058823529411763,0.6247499999999999,no,yes
韶关,0.5607476635514008,1.0,0.13149522132796782,0.6086956521739131,0.3131777850805127,0.39443813847900117,1.0,1.0,1,1,1,0.47058823529411825,0.0,yes,yes
清远,0.21028037383177475,0.6600441501103755,0.0934796277665996,0.6908212560386473,0.2671705553729873,0.38592508513053336,1.0,1.0,1,1,1,0.4117647058823527,0.2892500000000001,no,yes
梅州,0.9968847352024907,0.896247240618101,0.0,0.6086956521739131,0.3131777850805127,0.39443813847900117,1.0,1.0,1,1,1,0.5882352941176473,0.29,no,no
河源,0.6137071651090338,0.6247240618101548,0.042542756539235414,0.5072463768115942,0.4610581662832731,0.32633371169125996,1.0,1.0,1,1,1,0.5882352941176473,0.4275,no,no
