广州,113.15,23.06,150678,1.09,27.97,70.94,3.32,5.25,0.25,77,6000,20,1720,yes,yes
深圳,113.46,22.24,183127,3.8,35,61.2,2.64,3.21,0.25,77,6000,22.4,1933.3,yes,yes
佛山,113.06,23.02,124722,1.5,58.4,40.1,2.64,3.1,0.25,77,6000,23.2,1943,yes,yes
东莞,113.31,22.39,90885,0.3,47.4,52.3,3.32,5.25,0.25,77,6000,23.1,1819.9,no,yes
中山,113.9,22.11,106327,1.9,50.3,47.8,3.32,5.25,0.25,77,6000,20,1943,no,yes
珠海,113.03,21.48,149100,1.8,50.2,48,3.32,5.25,0.25,77,6000,22.5,2061.9,yes,yes
江门,111.59,21.27,58975,7.2,48.1,44.7,3.32,5.25,0.25,77,6000,22,2160,no,yes
肇庆,111.21,22.47,51336,15.4,48.1,36.5,3.32,5.25,0.25,77,6000,21.2,1943,no,yes
惠州,114.42,23.12,80000,5.1,53.8,41.1,3.32,5.25,0.25,77,6000,22,2200,yes,yes
汕头,116.14,23.02,41916,4.6,50.2,45.2,3.32,5.25,0.25,77,6000,20,2174.8,yes,no
潮州,116.62,23.67,40592,6.9,51,42.1,3.32,5.25,0.25,77,6000,20,2160,no,yes
揭阳,115.36,22.53,35327,8.9,55.4,35.7,3.32,5.25,0.25,77,6000,21.4,1720,yes,yes
汕尾,114.54,20.27,28776,15.1,44.4,40.5,3.32,5.25,0.25,77,6000,22,1900,no,yes
湛江,110.4,21.12,38700,17,41,42,3.32,5.25,0.25,77,6000,23.4,1700,yes,yes
茂名,110.2,21.25,47134,15.6,40.3,44.1,3.32,5.25,0.25,77,6000,22,1500,no,no
阳江,111.16,21.28,55553,16.5,41.7,41.8,3.32,5.25,0.25,77,6000,22,1500,no,yes
云浮,112.02,22.93,31501,21,41.8,37.2,3.32,5.25,0.25,77,6000,22.4,1899.8,no,yes
韶关,113.8,24.8,45000,12.9,37.5,49.6,3.32,5.25,0.25,77,6000,21.6,1400,yes,yes
清远,111.55,23.26,38954,14.6,36.1,49.3,3.32,5.25,0.25,77,6000,21.4,1631.4,no,yes
梅州,116.6,24.33,24087,12.9,37.5,49.6,3.32,5.25,0.25,77,6000,22,1632,no,no
河源,114.14,23.1,30853,10.8,42,47.2,3.32,5.25,0.25,77,6000,22,1742,no,no
